MPN,Manufacturer,Category,Description,Thermal_Conductivity,Thickness,Width,Length,Price_THB,source_file
GP2500S20-0.100-02-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, S-Class, 8""x16"" Sheet, 0.100"" Thickness, GAP PAD TGP2400/2500S20",,,,,5147.35,mouser_tim_data.csv
SF600G-202005,Same Sky,Thermal Interface Products,"Thermal Interface Products Thermal interface material, SF600G, silicone- based, 20x20x0.5 mm",,0.5 mm,20 mm,20 mm,1578.53,mouser_tim_data.csv
WTI6R0K0-1.45x0.84,Wakefield Thermal,Thermal Interface Products,"Thermal Interface Products Thermal Insulator Pad, 0.006"" Thickness, Rectangle",,,,,29.9,mouser_tim_data.csv
EYG-R1818ZRX2,Panasonic,Thermal Interface Products,Thermal Interface Products 180 mmx180 mmx0.35 mm200 W/m-K - 55 C+ 400 C,200 W/m-K,180 mm,,,2180.43,mouser_tim_data.csv
EYG-R1818ZLX2,Panasonic,Thermal Interface Products,Thermal Interface Products 180 mmx180 mmx0.25 mm250 W/m-K - 55 C+ 400 C,250 W/m-K,180 mm,,,1568.45,mouser_tim_data.csv
A17690-08,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD780 DC1 9x9 IN,,,9 mm,9 mm,3604.9,mouser_tim_data.csv
WTI9R0F0-0.75x0.50,Wakefield Thermal,Thermal Interface Products,"Thermal Interface Products Thermal Insulator Pad, 0.009"" Thickness, Rectangle, 19.05x12.7mm, Pink",,12.7 mm,19.05 mm,12.7 mm,29.58,mouser_tim_data.csv
WTI9R1N0-0.86x0.74,Wakefield Thermal,Thermal Interface Products,"Thermal Interface Products Thermal Insulator Pad, 0.009"" Thickness, Rectangle, 21.84x18.8mm, Green",,18.8 mm,21.84 mm,18.8 mm,22.43,mouser_tim_data.csv
WTI7D4F0-1.65x1.14,Wakefield Thermal,Thermal Interface Products,"Thermal Interface Products Thermal Insulator Pad, 0.007"" Thickness, Diamond, 41.91x28.96mm, Gray",,28.96 mm,41.91 mm,28.96 mm,24.7,mouser_tim_data.csv
A16056-06,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HR660 DC1 9x9"" 3.0W/mK gap filler",3.0 W/m-K,,9 mm,9 mm,2075.45,mouser_tim_data.csv
A17634-04,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD340 DC1 9.00x9.00 in,,,9.00 mm,9.00 mm,921.38,mouser_tim_data.csv
TLF10000L150CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Thermally Conductive Gel Interface Material, 10 W/m-K, 150ml Cartridge",10 W/m-K,,,,11175.13,mouser_tim_data.csv
WTI10R1F1-0.87x0.79,Wakefield Thermal,Thermal Interface Products,"Thermal Interface Products Thermal Insulator Pad, 0.010"" Thick, Rectangle, 22.15x20.07mm, 1 Side Adhesive",,20.07 mm,22.15 mm,20.07 mm,94.9,mouser_tim_data.csv
WTI7R1F0-0.69x0.56,Wakefield Thermal,Thermal Interface Products,"Thermal Interface Products Thermal Insulator Pad, 0.007"" Thickness, Rectangle, 17.45x14.27mm, Gray",,14.27 mm,17.45 mm,14.27 mm,16.9,mouser_tim_data.csv
WTI9R0F1-2.50x2.00,Wakefield Thermal,Thermal Interface Products,"Thermal Interface Products Thermal Insulator Pad, 0.009"" Thickness, Rectangle",,,,,54.6,mouser_tim_data.csv
WTI9R1F0-0.69x0.56,Wakefield Thermal,Thermal Interface Products,"Thermal Interface Products Thermal Insulator Pad, 0.009"" Thickness, Rectangle, 17.45x14.27mm, Gray",,14.27 mm,17.45 mm,14.27 mm,17.55,mouser_tim_data.csv
WTI7R1F0-1.00x0.75,Wakefield Thermal,Thermal Interface Products,"Thermal Interface Products Thermal Insulator Pad, 0.007"" Thickness, Rectangle, 25.4x19.05mm, Gray",,19.05 mm,25.4 mm,19.05 mm,19.5,mouser_tim_data.csv
WTI10R1F1-0.44x0.31,Wakefield Thermal,Thermal Interface Products,"Thermal Interface Products Thermal Insulator Pad, 0.010"" Thick, Rectangle, 11.1x7.92mm, 1 Side Adhesive",,7.92 mm,11.1 mm,7.92 mm,50.05,mouser_tim_data.csv
WTI7R1F0-0.86x0.74,Wakefield Thermal,Thermal Interface Products,"Thermal Interface Products Thermal Insulator Pad, 0.007"" Thickness, Rectangle, 21.84x18.8mm, Gray",,18.8 mm,21.84 mm,18.8 mm,18.2,mouser_tim_data.csv
WTI9R1F0-0.86x0.74,Wakefield Thermal,Thermal Interface Products,"Thermal Interface Products Thermal Insulator Pad, 0.009"" Thickness, Rectangle, 21.84x18.8mm, Gray",,18.8 mm,21.84 mm,18.8 mm,20.15,mouser_tim_data.csv
WTI9D4F0-1.65x1.14,Wakefield Thermal,Thermal Interface Products,"Thermal Interface Products Thermal Insulator Pad, 0.009"" Thickness, Diamond, 41.91x28.96mm, Gray",,28.96 mm,41.91 mm,28.96 mm,40.95,mouser_tim_data.csv
WTI6R1K0-0.95x0.83,Wakefield Thermal,Thermal Interface Products,"Thermal Interface Products Thermal Insulator Pad, 0.006"" Thickness, Rectangle, 24x21.01mm, Beige",,21.01 mm,24 mm,21.01 mm,26.33,mouser_tim_data.csv
WTI7R1F1-1.00x0.75,Wakefield Thermal,Thermal Interface Products,"Thermal Interface Products Thermal Insulator Pad, 0.007"" Thickness, Rectangle",,,,,22.43,mouser_tim_data.csv
WTI9R1N0-1.00x0.75,Wakefield Thermal,Thermal Interface Products,"Thermal Interface Products Thermal Insulator Pad, 0.009"" Thickness, Rectangle, 25.4x19.05mm, Green",,19.05 mm,25.4 mm,19.05 mm,25.68,mouser_tim_data.csv
WTI6D4K0-1.65x1.14,Wakefield Thermal,Thermal Interface Products,"Thermal Interface Products Thermal Insulator Pad, 0.006"" Thickness, Diamond, 41.91x28.96mm, Beige",,28.96 mm,41.91 mm,28.96 mm,32.5,mouser_tim_data.csv
WTI6R1K0-0.69x0.56,Wakefield Thermal,Thermal Interface Products,"Thermal Interface Products Thermal Insulator Pad, 0.006"" Thickness, Rectangle, 17.45x14.27mm, Beige",,14.27 mm,17.45 mm,14.27 mm,19.5,mouser_tim_data.csv
WTI9D4F0-1.56x1.05,Wakefield Thermal,Thermal Interface Products,"Thermal Interface Products Thermal Insulator Pad, 0.009"" Thickness, Diamond, 39.7x26.67mm, Gray",,26.67 mm,39.7 mm,26.67 mm,48.75,mouser_tim_data.csv
WTI9R1N0-0.75x0.50,Wakefield Thermal,Thermal Interface Products,"Thermal Interface Products Thermal Insulator Pad, 0.009"" Thickness, Rectangle, 19.05x12.7mm, Green",,12.7 mm,19.05 mm,12.7 mm,19.5,mouser_tim_data.csv
WTI9D4F1-1.65x1.14,Wakefield Thermal,Thermal Interface Products,"Thermal Interface Products Thermal Insulator Pad, 0.009"" Thickness, Diamond, 1 Side Adhesive, STP Drawing 5",,,,,99.45,mouser_tim_data.csv
TGP12000ULM-0.100-00-0808,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 12W/m-K, Ultra-Low Modulus, 8""x8"" Sheet, 0.100"" Thickness, TGP12000ULM",12 W/m-K,,,,17744.68,mouser_tim_data.csv
A17634-02,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD320,DC1 9x9",,,9 mm,9 mm,545.68,mouser_tim_data.csv
A17634-20,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD3200 DC1 9.00x9.00 in,,,9.00 mm,9.00 mm,3562.98,mouser_tim_data.csv
A18909-05,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 1.25mm 229x229mm Grey,,1.25 mm,229 mm,229 mm,5775.9,mouser_tim_data.csv
A18909-15,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 3.75mm 229x229mm Grey,,3.75 mm,229 mm,229 mm,14122.23,mouser_tim_data.csv
A18909-17,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 4.25mm 229x229mm Grey,,4.25 mm,229 mm,229 mm,15674.1,mouser_tim_data.csv
A18909-18,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 4.50mm 229x229mm Grey,,4.50 mm,229 mm,229 mm,16928.28,mouser_tim_data.csv
A18909-14,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 3.50mm 229x229mm Grey,,3.50 mm,229 mm,229 mm,13269.1,mouser_tim_data.csv
A18909-06,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 1.50mm 229x229mm Grey,,1.50 mm,229 mm,229 mm,6983.6,mouser_tim_data.csv
A18906-14,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 3.50mm 457x457mm Grey,,3.50 mm,457 mm,457 mm,57644.93,mouser_tim_data.csv
A18909-08,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 2mm 229x229mm Grey,,2 mm,229 mm,229 mm,8285.23,mouser_tim_data.csv
A18909-10,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 2.50mm 229x229mm Grey,,2.50 mm,229 mm,229 mm,9919.0,mouser_tim_data.csv
GF4000-10-240-50CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Liquid Gap Filler, 50CC Cartridge, Gap Filler TGF 4000/4000, IDH 2413843",,,,,2104.7,mouser_tim_data.csv
A18909-07,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 1.75mm 229x229mm Grey,,1.75 mm,229 mm,229 mm,7436.65,mouser_tim_data.csv
A18909-19,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 4.75mm 229x229mm Grey,,4.75 mm,229 mm,229 mm,17943.9,mouser_tim_data.csv
WTI9R0N0-0.75x0.50,Wakefield Thermal,Thermal Interface Products,"Thermal Interface Products Thermal Insulator Pad, 0.009"" Thickness, Rectangle, 19.05x12.7mm, Green",,12.7 mm,19.05 mm,12.7 mm,35.43,mouser_tim_data.csv
WTI6R0K0-0.75x0.50,Wakefield Thermal,Thermal Interface Products,"Thermal Interface Products Thermal Insulator Pad, 0.006"" Thickness, Rectangle, 19.05x12.7mm, Beige",,12.7 mm,19.05 mm,12.7 mm,19.5,mouser_tim_data.csv
WTI9R1N0-0.95x0.83,Wakefield Thermal,Thermal Interface Products,"Thermal Interface Products Thermal Insulator Pad, 0.009"" Thickness, Rectangle, 24x21.01mm, Green",,21.01 mm,24 mm,21.01 mm,22.43,mouser_tim_data.csv
EYG-S182310,Panasonic,Thermal Interface Products,Thermal Interface Products PGS Graphite Sheet 180 x 230 x 0.1mm,,0.1 mm,180 mm,230 mm,1847.95,mouser_tim_data.csv
A10463-10,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tgon 810,A0 18"" x 24""",,,,,933.73,mouser_tim_data.csv
A18909-11,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 2.75mm 229x229mm Grey,,2.75 mm,229 mm,229 mm,10702.25,mouser_tim_data.csv
A18909-13,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 3.25mm 229x229mm Grey,,3.25 mm,229 mm,229 mm,12412.08,mouser_tim_data.csv
A18906-15,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 3.75mm 457x457mm Grey,,3.75 mm,457 mm,457 mm,56511.33,mouser_tim_data.csv
A18906-17,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 4.25mm 457x457mm Grey,,4.25 mm,457 mm,457 mm,65661.7,mouser_tim_data.csv
A18909-12,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 3mm 229x229mm Grey,,3 mm,229 mm,229 mm,11556.35,mouser_tim_data.csv
A10462-15,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tgon 805, A0 18"" X 24"" X 0.005""",,,,,821.28,mouser_tim_data.csv
16493,Vicor,Thermal Interface Products,Thermal Interface Products -900 PAD A/F - CA,,,,,228.48,mouser_tim_data.csv
TGP10000ULM-0.125-02-0808,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 10W/m-K, 8"" x 8"" Sheet, 0.125"" Thickness, TGP10000ULM, IDH 2599713",10 W/m-K,,,,21142.55,mouser_tim_data.csv
A18906-18,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 4.50mm 457x457mm Grey,,4.50 mm,457 mm,457 mm,70837.0,mouser_tim_data.csv
A18906-19,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 4.75mm 457x457mm Grey,,4.75 mm,457 mm,457 mm,75026.58,mouser_tim_data.csv
A18909-16,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 4mm 229x229mm Grey,,4 mm,229 mm,229 mm,14787.5,mouser_tim_data.csv
A18906-20,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 5mm 457x457mm Grey,,5 mm,457 mm,457 mm,74178.65,mouser_tim_data.csv
A18909-09,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 2.25mm 229x229mm Grey,,2.25 mm,229 mm,229 mm,9058.73,mouser_tim_data.csv
GF4500CVO-00-240-200CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Liquid Gap-Filling Material, 2-Part, 4.5W/m-K, 200ml Cartridge, TGF4500CVO",4.5 W/m-K,,,,5424.58,mouser_tim_data.csv
A18909-20,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 5mm 229x229mm Grey,,5 mm,229 mm,229 mm,19379.43,mouser_tim_data.csv
GPVOS-0.040-AC-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 8""x16"" Sheet, 0.040"" Thickness, 1 Side Adhesive, TGP800VOS/VO Soft",,,,,1791.4,mouser_tim_data.csv
GPVO-0.080-AC-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 8""x16"" Sheet, 0.080"" Thickness, 1 Side Adhesive, TGP800VO/VO",,,,,1903.85,mouser_tim_data.csv
GPVOS-0.100-AC-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 8""x16"" Sheet, 0.100"" Thickness, 1 Side Adhesive, TGP800VOS/VO Soft",,,,,2541.83,mouser_tim_data.csv
GPVO-0.250-01-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 8"" x 16"" Sheet, 0.250"" Thickness, GAP PAD TGP 800VO/VO, IDH 2165937",,,,,4920.83,mouser_tim_data.csv
GPVO-0.040-AC-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 8""x16"" Sheet, 0.040"" Thickness, 1 Side Adhesive, TGP800VO/VO",,,,,1160.58,mouser_tim_data.csv
A15710-08,Laird Technologies,Thermal Interface Products,Thermal Interface Products,,,,,819.98,mouser_tim_data.csv
HSP-5,Crydom,Thermal Interface Products,Thermal Interface Products Thermal Pad for 3-phase SSR W/Adhsve,,,,,383.5,mouser_tim_data.csv
SPK10-0.006-00-35,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Insulator, 0.006"" Thickness, SIL PAD TSPK1300/K-10, BG80035, IDH 2192504",,,,,39.65,mouser_tim_data.csv
WTC5R1F0-0.75x0.50,Wakefield Thermal,Thermal Interface Products,"Thermal Interface Products Thermal Conductor Pad, 0.005"" Thickness, Rectangle, 19.05x12.7mm, Black",,12.7 mm,19.05 mm,12.7 mm,54.93,mouser_tim_data.csv
A18000-02,Laird Technologies,Thermal Interface Products,Thermal Interface Products TFLEX CR350  2X25CC(50CC)CARTR,,,2 mm,25 mm,1404.65,mouser_tim_data.csv
A15342-02,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex 320H 18x18in,,,18 mm,18 mm,1990.63,mouser_tim_data.csv
GP1000SF-0.060-02-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, Conductive, Sil-Free, 8""x16"" Sheet, 0.060"" Thickness, TGP1100SF/1000SF",,,,,4183.4,mouser_tim_data.csv
WTI9R3F0-0.36 OD,Wakefield Thermal,Thermal Interface Products,"Thermal Interface Products Thermal Insulator Pad, 0.009"" Thickness, Rectangle, 9.14mm Diameter, Gray",,9.14 mm,,,26.0,mouser_tim_data.csv
TGP7000ULM-0.125-02-0808,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 7W/m-K, 8"" x 8"" Sheet, 0.125"" Thickness, TGP7000ULM, IDH 2474886",7 W/m-K,,,,9358.7,mouser_tim_data.csv
A12619-10,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 650 18x18"" 3.0W/mK gap filler",3.0 W/m-K,,18 mm,18 mm,10266.75,mouser_tim_data.csv
GP2000S40-0.080-02-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, S-Class, 8""x16"" Sheet, 0.080"" Thickness, 2 Side Tack, TGP2000/2000S40",,,,,4234.43,mouser_tim_data.csv
SP2000-0.010-AC-102,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Insulator, 0.010"" Thickness, 1 Side Adhesive, SIL PAD TSP3500/2000, 2010AC-102",,,,,60.45,mouser_tim_data.csv
GP1500-0.040-02-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, Conductive, Unreinforced, 8""x16"" Sheet, 0.040"" Thickness, TGP1500/1500",,,,,801.13,mouser_tim_data.csv
7G0020A,TDK-Lambda,Heat Sinks,Heat Sinks HEATSINK W/THERM PAD,,,,,101.73,mouser_tim_data.csv
A18842-02,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex SF7 0.50 457x457mm,,457 mm,457 mm,457 mm,9078.23,mouser_tim_data.csv
OTH-Q246723G-00-B5,Laird Technologies,Thermal Interface Products,Thermal Interface Products,,,,,592.15,mouser_tim_data.csv
OTH-Q246723E-00-B5,Laird Technologies,Thermal Interface Products,Thermal Interface Products,,,,,591.83,mouser_tim_data.csv
WTI7S0F1-12.0x12.0,Wakefield Thermal,Thermal Interface Products,"Thermal Interface Products Thermal Insulator Pad, 0.007"" Thickness, Square, 12x12"" Sheet, 1 Side Adhesive",,,12 mm,12 mm,810.55,mouser_tim_data.csv
WTI9S0F1-12.0x12.0,Wakefield Thermal,Thermal Interface Products,"Thermal Interface Products Thermal Insulator Pad, 0.009"" Thickness, Square, 12x12"" Sheet, 1 Side Adhesive",,,12 mm,12 mm,1337.7,mouser_tim_data.csv
OTH-Q246723A-00-B5,Laird Technologies,Thermal Interface Products,Thermal Interface Products,,,,,592.15,mouser_tim_data.csv
SPA2000-0.015-AC-43,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Insulator, 0.015"" Thickness, 1 Side Adhesive, Sil-Pad TSPA3000/A2000, BG425200",,,,,48.1,mouser_tim_data.csv
A14572-01,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 5180 9x9"" 2.8W/mK gap filler",2.8 W/m-K,,9 mm,9 mm,5377.13,mouser_tim_data.csv
EYG-R1431ZLAA,Panasonic,Thermal Interface Products,Thermal Interface Products 308 mmx140 mmx0.25 mm250 W/m-K - 55 C+ 400 C,250 W/m-K,308 mm,,,2066.68,mouser_tim_data.csv
EYG-R0918ZRX2,Panasonic,Thermal Interface Products,Thermal Interface Products 180 mmx90 mmx0.35 mm200 W/m-K - 55 C+ 400 C,200 W/m-K,180 mm,,,1125.15,mouser_tim_data.csv
A18906-04,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 1mm 457x457mm Grey,,1 mm,457 mm,457 mm,18260.13,mouser_tim_data.csv
A18906-07,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 1.75mm 457x457mm Grey,,1.75 mm,457 mm,457 mm,27508.33,mouser_tim_data.csv
A18906-09,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 2.25mm 457x457mm Grey,,2.25 mm,457 mm,457 mm,33564.38,mouser_tim_data.csv
A18909-04,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 1mm 229x229mm Grey,,1 mm,229 mm,229 mm,5177.9,mouser_tim_data.csv
A18906-11,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 2.75mm 457x457mm Grey,,2.75 mm,457 mm,457 mm,44511.35,mouser_tim_data.csv
EYG-S091207,Panasonic,Thermal Interface Products,Thermal Interface Products PGS Graphite Sheet 90X115X0.07mm,,0.07 mm,90 mm,115 mm,276.9,mouser_tim_data.csv
EYG-S091210,Panasonic,Thermal Interface Products,Thermal Interface Products PGS Graphite Sheet 90X115X0.1mm,,0.1 mm,90 mm,115 mm,491.73,mouser_tim_data.csv
A18906-05,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 1.25mm 457x457mm Grey,,1.25 mm,457 mm,457 mm,21365.5,mouser_tim_data.csv
A18906-13,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 3.25mm 457x457mm Grey,,3.25 mm,457 mm,457 mm,49764.0,mouser_tim_data.csv
BPLMSHD-0.012-00-1212,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Laminate Material - Silicone, High Durability, 12""x12"" Sheet, 0.012"" Thickness",,,,,1336.08,mouser_tim_data.csv
PP1000-0.009-00-24,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Insulator, 0.009"" Thickness, Sil-Pad TSPPP1200/Poly-Pad 1000, PP1000-24, BG91415",,,,,45.83,mouser_tim_data.csv
SSR-THERMOPAD,Opto 22,Relay Sockets & Fixings,"Relay Sockets & Fixings Thermal conductive pad for Power Series SSR heatsink, 10 pack",,,,,3861.65,mouser_tim_data.csv
7717-16NG,Aavid,Heat Sinks,"Heat Sinks Semi Mounting Pad for TO-18, Nylon, 4 Leads, 5.08mm OD, 0.51mm Thickness",,5.08 mm,,,33.8,mouser_tim_data.csv
EYG-S0911ZLDA,Panasonic,Thermal Interface Products,Thermal Interface Products Soft PGS - IGBT Mod Hitachi Power Device,,,,,649.35,mouser_tim_data.csv
T11-1-10.0A-01-10L,AIRPAX,Circuit Breakers,"Circuit Breakers Cir Brkr,HydMag",,,,,600.6,mouser_tim_data.csv
COH-1706 t3.0,Taica,Thermal Interface Products,"Thermal Interface Products Gap Pad, 3.8 W/mK, Square, 410x410mm, 3mm Thick, Both Sides Tacky, Alpha Gel",3.8 W/m-K,410 mm,410 mm,410 mm,4487.28,mouser_tim_data.csv
EYG-S1116ZLSC,Panasonic,Thermal Interface Products,Thermal Interface Products Soft PGS - IGBT Mod SEMIKRON,,,,,670.8,mouser_tim_data.csv
A10464-10,Laird Technologies,Thermal Interface Products,"Thermal Interface Products TGON 820,A1",,,,,1675.05,mouser_tim_data.csv
TCF250-01180118-020-1PC,LeaderTech,Thermal Interface Products,"Thermal Interface Products Thermally conductive carbon fiber gap filler, 25 W/m-K, 0.118""x0.118""x0.020""",25 W/m-K,,,,539.5,mouser_tim_data.csv
EYG-R1431ZRAA,Panasonic,Thermal Interface Products,Thermal Interface Products 308 mmx140 mmx0.35 mm200 W/m-K - 55 C+ 400 C,200 W/m-K,308 mm,,,2930.53,mouser_tim_data.csv
TO-220-68,Essentra,Thermal Interface Products,"Thermal Interface Products Tranistor Insulator Pad,",,,,,53.63,mouser_tim_data.csv
EYG-S1419ZLWB,Panasonic,Thermal Interface Products,Thermal Interface Products Soft PGS - IGBT Mod Infineon,,,,,1024.4,mouser_tim_data.csv
EYG-S0811ZLWG,Panasonic,Thermal Interface Products,Thermal Interface Products Soft PGS - IGBT Mod Mitsubishi Elec.,,,,,400.73,mouser_tim_data.csv
EYG-R1212ZRGC,Panasonic,Thermal Interface Products,Thermal Interface Products 120 mmx120 mmx0.35 mm200 W/m-K - 55 C+ 400 C,200 W/m-K,120 mm,,,1328.28,mouser_tim_data.csv
