MPN,Manufacturer,Category,Description,Thermal_Conductivity,Thickness,Width,Length,Price_THB
COH-1019LVC-200-20-1NT,Taica,Thermal Interface Products,"Thermal Interface Products Gap Pad, 1.9 W/mK, Square, 200x200mm, 2mm Thick, 1-Side Non-Tacky, Alpha Gel",1.9 W/m-K,200 mm,200 mm,200 mm,1093.37
CD-02-05-218,Wakefield Thermal,Thermal Interface Products,"Thermal Interface Products ulTIMiFlux Dielectric Phase Change Thermal Material, TO-218 Pad with Hole",,,,,54.18
CD-02-05-C-46,Wakefield Thermal,Thermal Interface Products,"Thermal Interface Products ulTIMiFlux Dielectric Phase Change, Chipset Pad 1.811"" x 1.811"", No Hole",,,,,104.27
COH-1019LVC (1NT) t3.0,Taica,Thermal Interface Products,"Thermal Interface Products Gap Pad, 1.9 W/mK, Square, 400x400mm, 3mm Thick, 1-Side Non-Tacky, Alpha Gel",1.9 W/m-K,400 mm,400 mm,400 mm,5029.92
COH-1019LVC t1.0,Taica,Thermal Interface Products,"Thermal Interface Products Gap Pad, 1.9 W/mK, Square, 400x400mm, 1mm Thick, Both Sides Tacky, Alpha Gel",1.9 W/m-K,400 mm,400 mm,400 mm,2843.51
7717-153DAPG,Aavid,Heat Sinks,"Heat Sinks Semiconductor Mounting Pad for TO-18, DAP, 4 Leads, 6.35mm OD, 0.97mm Thickness",,6.35 mm,,,20.16
M-B012 Heat Sink Kit,Cincon,Heat Sinks,"Heat Sinks Heat Sink Kit, Transverse Fins, Full Brick (Includes: 1 Heatsink / 4 Screws / 4 Washers / 1 Thermal Pad)",,,,,372.65
M-C091,Cincon,Heat Sinks,"Heat Sinks Stand Alone Heat Sink, Transverse Fins, Half Brick, 12.7mm (Includes: 1 Heatsink - no screws /no washers / no pads)",,12.7 mm,,,166.95
M-C092,Cincon,Heat Sinks,"Heat Sinks Stand Alone Heat Sink, Transverse Fins, Half Brick, 25.4mm (Includes: 1 Heatsink - no screws /no washers / no pads)",,25.4 mm,,,166.95
173-7-1212P,Wakefield Thermal,Thermal Interface Products,"Thermal Interface Products DeltaPads Thermally Conductive Insulators for SHEET, 0.007"", Grey, No Adhesive",,,,,1733.45
10-L4LB-05G,Aavid,Heat Sinks,"Heat Sinks Push Pin Heat Sink for BGA, 45.2x41.4x11.89mm, IC=45x45, Brass Pins, Pad",,11.89 mm,45.2 mm,41.4 mm,142.7
GP7000ULM-0.030-02-0808,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 7W/m-K, Ultra-Low Modulus, GAP PAD TGP 7000ULM",7 W/m-K,,,,3913.56
TGP10000ULM-0.125-02-0808,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 10W/m-K, 8"" x 8"" Sheet, 0.125"" Thickness, TGP10000ULM, IDH 2599713",10 W/m-K,,,,20492.01
A17170-03,Laird Technologies,Thermal Interface Products,Thermal Interface Products TPUTTY 508 CARTRIDGE 360CC,,,,,6592.01
GPVO-0.160-AC-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 8""x16"" Sheet, 0.160"" Thickness, 1 Side Adhesive, TGP800VO/VO",,,,,4244.94
TGP10000ULM-0.100-02-0808,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 10W/m-K, 8"" x 8"" Sheet, 0.100"" Thickness, TGP10000ULM, IDH 2599712",10 W/m-K,,,,18615.87
SP800-0.005-AC-12/50,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Insulator, Low-Pressure, 0.005"" Thickness, 1Side Adhesive, Sil-Pad TSP1600/800",,,,,29321.78
GF3500LV002406G,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Liquid Gap Filler, Open Head Pail with Lid, 6 Gallon",,,,,314152.34
A17170-04,Laird Technologies,Thermal Interface Products,Thermal Interface Products TPUTTY 508 CARTRIDGE 600CC,,,,,10268.06
2191445,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Conductive Material for Filling Air Gaps, GAP PAD TGP 1000VOUS/VO Ultra Soft",,,,,3145.28
GP1500S30-0.200-02-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, S-Class, 8""x16"" Sheet, 0.200"" Thickness, 2 Side Tack, TGP1300/1500S30",,,,,6606.81
GP1500S30-0.160-02-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, S-Class, 8""x16"" Sheet, 0.160"" Thickness, 2 Side Tack, TGP1300/1500S30",,,,,5638.5
GP1500S30-0.125-02-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, S-Class, 8""x16"" Sheet, 0.125"" Thickness, 2 Side Tack, TGP1300/1500S30",,,,,4287.78
2186904,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, Conformable, Ultra-Low Modulus, TGP3500ULM/3500ULM",,,,,5479.11
SP400-0.009-AC-12/250,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Sil-Pad, 0.009"" Thickness, 1 Side Adhesive, 12""x250' Roll, Sil-Pad TSP900/400",,,,,89847.14
SP400-0.007-AC-12/250,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Sil-Pad, 0.007"" Thickness, 1 Side Adhesive, 12""x250' Roll, Sil-Pad TSP900/400",,,,,75405.02
PPK10-0.006-AC-11.5/250,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Sil-Pad, 0.006"" Thickness, 1 Side Adhesive, 11.5""x250' Roll",,,,,232017.35
TGF1450-00-60-10G,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Gap Filler, 2-Part, Thermally Conductive, 10 Gallon Kit, TGF1450",,,,,222949.13
GF1100SF-00-15-400CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Gap Filler, Thermally Conductive, Sil-Free, 400CC Kit, TGF1100SF/1100SF",,,,,6480.81
GF1100SF-00-240-1200CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Gap Filler, Thermally Conductive, Sil-Free, 1200CC Kit, TGF1100SF/1100SF",,,,,9217.85
SP400-0.009-AC-12/100,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Sil-Pad, 0.009"" Thickness, 1 Side Adhesive, 12""x100' Roll, Sil-Pad TSP900/400",,,,,49565.57
GF1100SF-07-240-200CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Gap Filler, Conductive, Sil-Free, 200CC Dual Cartridge, TGF1100SF/1100SF",,,,,4803.44
GF1100SF-00-15-1200CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Gap Filler, Thermally Conductive, Sil-Free, 1200CC Kit, TGF1100SF/1100SF",,,,,11096.51
GF1100SF-07-240-1200CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Gap Filler, Thermally Conductive, Sil-Free, 1200CC Kit, TGF1100SF/1100SF",,,,,10522.58
TGF1450-00-60-400CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Gap Filler, 2-Part, Thermally Conductive, 400CC Kit, TGF1450",,,,,4001.13
T21-41F-.300A-02-31A,AIRPAX,Circuit Breakers,Circuit Breakers CIRCUIT BREAKER,,,,,1729.04
GF3500S35-00-60-2G,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Liquid Gap Filler, 2 Gallon Kit, Gap Filler TGF 3600/3500S35, IDH 2168021",,,,,118551.2
GF1000SR-00-60-400CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Liquid Gap Filler, 400CC Kit, Gap Filler TGF 1000SR/1000SR, IDH 2167256",,,,,10463.36
SP400-0.007-AC-12/50,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Sil-Pad, 0.007"" Thickness, 1 Side Adhesive, 12""x50' Roll, Sil-Pad TSP900/400",,,,,26847.77
GF3500S35-07-60-200CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Liquid Gap Filler, 200CC Dual Cartridge, TGF 3600/3500S35, IDH 2167548",,,,,6574.05
GF3500S35-00-60-6Gallon,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Thermally Conductive, Liquid Gap Filler, 6 Gallon Kit, IDH 2166671",,,,,338837.63
2189325,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Economical, High Performance Insulator, Sil-Pad TSP 1500/Sil-Pad 1500",,,,,191806.34
GP3004SF-0.100-01-0918,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, Sil-Free, 9""x18"" Sheet, 0.100"" Thickness, 1 Side Tack, TGP3004SF/3004SF",,,,,30335.76
GP3004SF-0.016-00-0918,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, Sil-Free, 9""x18"" Sheet, 0.016"" Thickness, 1 Side Tack, TGP3004SF/3004SF",,,,,14423.22
GF3500S35-07-60-1200CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Thermally Conductive, Liquid Gap Filler, 1200CC Kit, IDH 2166692",,,,,41864.76
GF3500S35-07-60-400CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Liquid Gap Filler, 200CC Dual Cartridge, TGF 3600/3500S35, IDH 2190466",,,,,14188.23
TGF3000SF-00-1500-200CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Gap Filler, 2-Part, Sil-Free, Room Temp Cure, 3W/mK, 200ml Cartridge, TGF3000SF",3 W/m-K,,,,5078.75
GF4500CVO-00-240-400CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Liquid Gap-Filling Material, 2-Part, 4.5W/m-K, 400ml Cartridge, TGF4500CVO",4.5 W/m-K,,,,5745.6
TGF3000SF-00-1500-1200CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Gap Filler, 2-Part, Sil-Free, Room Temp Cure, 3W/mK, 1200ml Cartridge, TGF3000SF",3 W/m-K,,,,20366.33
2722292,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 12 W/m-K, Ultra-Low Modulus, 8"" x 8"" Sheet, 0.140"" Thickness",12 W/m-K,,,,18343.4
2848213,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Liquid Gap Filler, 20oz Tube, Gap Filler TGF 3500LVO/3500LV",,,,,31686.8
GF1400SL-00-120-1200CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Gap Filler, Thermally Conductive, Self-Leveling, 1200CC Kit, TGF1400SL/1400SL",,,,,28697.76
GF1500LV-00-120-1200CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Liquid Gap Filler, 1200CC Kit, Gap Filler TGF 1500LVO/1500LV, IDH 2191894",,,,,19755.54
GF1500LV-00-120-400CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Liquid Gap Filler, 400CC Kit, Gap Filler TGF 1500LVO/1500LV, IDH 2167855",,,,,9126.18
GF3500LV-00-240-200CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Liquid Gap Filler, 200CC Dual Cartridge, TGF 3500LVO/3500LV, IDH 2196019",,,,,7780.19
GF4500CVO-00-240-6G,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Liquid Gap-Filling Material, 2-Part, 4.5W/m-K, 6 Gallon Pail Kit, TGF4500CVO",4.5 W/m-K,,,,208848.15
GP3004SF-0.030-01-0918,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, Sil-Free, 9""x18"" Sheet, 0.030"" Thickness, 1 Side Tack, TGP3004SF/3004SF",,,,,20813.94
GP3004SF-0.125-01-0918,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, Sil-Free, 9""x18"" Sheet, 0.125"" Thickness, 1 Side Tack, TGP3004SF/3004SF",,,,,34479.59
GF4500CVO-00-240-1200CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Liquid Gap-Filling Material, 2-Part, 4.5W/m-K, 1200ml Cartridge, TGF4500CVO",4.5 W/m-K,,,,27212.54
GF1000-07-15-1200CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Gap Filler, Pot Life=15m, 1200CC Kit, Gap Filler TGF 1000/1000, IDH 2167981",,,,,16564.59
GF1000-00-15-200CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Gap Filler, Pot Life=15m, 200CC Dual Cartridge, Gap Filler TGF1000/1000",,,,,3613.68
GF1000-00-15-400CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Gap Filler, Pot Life=15m, 400CC Kit, Gap Filler TGF 1000/1000, IDH 2165996",,,,,10986.26
TGF3000SF-00-1500-7GAL,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Gap Filler, 2-Part, Sil-Free, Room Temp Cure, 3W/mK, 7 Gallon Pail, TGF3000SF",3 W/m-K,,,,295858.08
GF1500LV-00-120-200CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Liquid Gap Filler, 200CC Dual Cartridge, TGF 1500LVO/1500LV, IDH 2193774",,,,,4797.77
GF3500LV-00-240-400CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Liquid Gap Filler, 400CC Kit, Gap Filler TGF 3500LVO/3500LV, IDH 2197935",,,,,15088.82
GF3500LV-00-240-1200CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Liquid Gap Filler, 1200CC Kit, Gap Filler TGF 3500LVO/3500LV, IDH 2197596",,,,,31686.8
GF3500LV-07-240-1200CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Liquid Gap Filler, 1200CC Kit, Gap Filler TGF 3500LVO/3500LV, IDH 2214048",,,,,31686.8
2956733,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Liquid Gap-Filling Material, 2-Part, 4.5W/m-K, 5 Gallon Hobbock/Pail, TGF4500CVO",4.5 W/m-K,,,,208848.15
GF2000-00-600-400CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Conductive, Liquid Gap Filler, 400CC Kit, Gap Filler TGF 2000/2000, IDH 2213720",,,,,10986.26
GF2000-07-60-400CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Conductive, Liquid Gap Filler, 400CC Kit, Gap Filler TGF 2000/2000, IDH 2190571",,,,,9921.87
GF1500-07-480-400CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Conductive, Liquid Gap Filler, 400CC Kit, Gap Filler TGF 1500/1500, IDH 2167563",,,,,9920.93
GF1500-10-60-400CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Conductive, Liquid Gap Filler, 400CC Kit, Gap Filler TGF 1500/1500, IDH 2190652",,,,,12634.65
GF1500-00-60-1200CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Conductive, Liquid Gap Filler, 1200CC Kit, Gap Filler TGF 1500/1500, IDH 2166693",,,,,20525.72
GF2000-00-15-400CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Conductive, Liquid Gap Filler, 400CC Kit, Gap Filler TGF 2000/2000, IDH 2166091",,,,,9582.93
GF1500-00-480-400CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Conductive, Liquid Gap Filler, 400CC Kit, Gap Filler TGF 1500/1500, IDH 2167394",,,,,10263.96
GF1500-07-60-2G,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Conductive, Liquid Gap Filler, 2 Gallon Kit, Gap Filler TGF 1500/Gap Filler 1500",,,,,66774.02
T11-1-15.0A-01-20,AIRPAX,Circuit Breakers,Circuit Breakers CIRCUIT BREAKER,,,,,600.71
SPK6-0.006-00-11.5/250,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Kapton-Based Insulator, 0.006"" Thickness, 11.5""x250' Roll, SIL PAD TSPK1100/K-6",,,,,116808.93
GF1500-07-60-1200CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Conductive, Liquid Gap Filler, 1200CC Kit, Gap Filler TGF 1500/1500, IDH 2167147",,,,,19010.88
GF1500-10-60-1200CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Conductive, Liquid Gap Filler, 1200CC Kit, Gap Filler TGF 1500/1500, IDH 2167472",,,,,23055.17
GF2000-00-60-200CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Liquid Gap Filler, 200CC Dual Cartridge, Gap Filler TGF 2000/2000, IDH 2189771",,,,,3698.1
GF1500-00-60-400CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Conductive, Liquid Gap Filler, 400CC Kit, Gap Filler TGF 1500/1500, IDH 2166694",,,,,10463.36
GF1500-07-60-200CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Liquid Gap Filler, 200CC Dual Cartridge, Gap Filler TGF 1500/1500, IDH 2191843",,,,,3761.42
GF1500-07-60-400CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Conductive, Liquid Gap Filler, 400CC Kit, Gap Filler TGF 1500/1500, IDH 2191337",,,,,9921.87
GF2000-00-15-200CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Liquid Gap Filler, 200CC Dual Cartridge, Gap Filler TGF 2000/2000, IDH 2189146",,,,,3663.77
GF2000-00-60-1200CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Conductive, Liquid Gap Filler, 1200CC Kit, Gap Filler TGF 2000/2000, IDH 2191764",,,,,22606.61
GF1500-00-480-10G,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Liquid Gap Filler, 10 Gallon Kit, Gap Filler TGF 1500/1500, IDH 2252564",,,,,262625.58
GF1500-00-480-1200CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Conductive, Liquid Gap Filler, 1200CC Kit, Gap Filler TGF 1500/1500, IDH 2167165",,,,,16531.2
GF2000-00-60-400CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Conductive, Liquid Gap Filler, 400CC Kit, Gap Filler TGF 2000/2000, IDH 2166234",,,,,7794.05
2753613,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Conductive, Liquid Gap Filler, Gap Filler TGF 3500LVO/Gap Filler 3500LV",,,,,30091.32
SP400-0.007-00-12/250,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Sil-Pad, 0.007"" Thickness, 12"" x 250' Roll, Sil-Pad TSP900/400, IDH 2188859",,,,,53126.33
SPK4-0.006-AC-11.5/250,Bergquist Company,Thermal Interface Products,"Thermal Interface Products SIL PAD, 0.006"" Thickness, 1 Side Adhesive, 11.5""x250' Roll, TSPK900/K-4",,,,,99830.12
SP800-0.005-00-12/250,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Insulator, Low-Pressure, 0.005"" Thickness, 12""x250' Roll, Sil-Pad TSP1600/800",,,,,70259.81
SPA1500-0.010-AC-12/250,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Sil-Pad, Elastomeric Material, 0.010"" Thickness, 1 Side Adhesive, 12""x250' Roll",,,,,118365.66
TGF1450-07-60-400CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Gap Filler, 2-Part, Thermally Conductive, 400CC Kit, TGF1450",,,,,4574.12
TGF1450-10-60-1200CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Gap Filler, 2-Part, Thermally Conductive, 1200CC Kit, TGF1450",,,,,13479.8
SP400-0.009-AC-12/50,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Sil-Pad, 0.009"" Thickness, 1 Side Adhesive, 12""x50' Roll, Sil-Pad TSP900/400",,,,,25898.04
TGF1450-07-60-1200CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Gap Filler, 2-Part, Thermally Conductive, 1200CC Kit, TGF1450",,,,,13479.8
SP400-0.007-00-12/50,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Sil-Pad, 0.007"" Thickness, 12"" x 50' Roll, Sil-Pad TSP900/400, IDH 2165817",,,,,17280.9
SPK4-0.006-00-11.5/250,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Insulator, 0.006"" Thickness, 11.5"" x 250' Roll, SIL PAD TSPK900/K-4, IDH 2192344",,,,,80700.8
SPA2000-0.020-AC-1012,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Sil-Pad, 10""x12"" Sheet, 0.020"" Thickness, 1 Side Adhesive, TSPA3000/A2000",,,,,10285.38
GF1100SF-07-240-400CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Gap Filler, Thermally Conductive, Sil-Free, 400CC Kit, TGF1100SF/1100SF",,,,,5938.07
GF1100SF-00-15-200CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Gap Filler, Conductive, Sil-Free, 200CC Dual Cartridge, TGF1100SF/1100SF",,,,,3522.33
TGF1450-00-60-1200CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Gap Filler, 2-Part, Thermally Conductive, 1200CC Kit, TGF1450",,,,,11721.78
TGF1450-10-60-7G,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Gap Filler, 2-Part, Thermally Conductive, 7 Gallon Kit, TGF1450",,,,,147989.84
TGF1450-10-60-400CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Gap Filler, 2-Part, Thermally Conductive, 400CC Kit, TGF1450",,,,,4574.12
GF2000-00-600-10G,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Liquid Gap Filler, 10 Gallon Kit, Gap Filler TGF 2000/2000, IDH 2192336",,,,,289196.15
GF1500-00-60-10G,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Liquid Gap Filler, 10 Gallon Kit, Gap Filler TGF 1500/1500, IDH 2190947",,,,,318499.02
GF1500-00-60-2G,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Liquid Gap Filler, 2 Gallon Kit, Gap Filler TGF 1500/1500, IDH 2456576",,,,,58063.95
GF1000-00-15-10G,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Gap Filler, Pot Life=15m, 10 Gallon Kit, Gap Filler TGF 1000/1000, IDH 2166328",,,,,223469.82
PPK4-0.006-AC-11.5/250,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Sil-Pad, 0.006"" Thickness, 1 Side Adhesive, 11.5""x250' Roll",,,,,219145.82
GF4000-00-240-6G,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Liquid Gap Filler, 6 Gallon Kit, Gap Filler TGF 4000/4000, IDH 2193537",,,,,321304.73
PPK10-0.006-00-11.5/250,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Insulator, 0.006"" Thickness, 11.5""x250' Roll, Sil-Pad TSPPPK1300/Poly-Pad K-10",,,,,219145.5
GF1500-07-60-7G,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Liquid Gap Filler, 7 Gallon Kit, Gap Filler TGF 1500/1500, IDH 2193153",,,,,221984.6
PP400-0.009-00-12/250,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Insulator, 0.009"" Thickness, 12""x250' Roll, Sil-Pad TSPPP900/Poly-Pad 400",,,,,89313.84
